,TEXT_ID,PAIR_ID,CONTEXT,STIMULUS,QUESTION,INTERPRETATION1,INTERPRETATION2,TRIGGER,TYPE,INTENDED
149,149,utterance,"Alex said,","""The therapist caused the disorder to be addressed.""",What does the speaker intend to convey?,The therapist treated the disorder directly.,The therapist treated the disorder indirectly.,causal,Manner,INTERPRETATION2
150,150,alternative,"Alex said,","""The designer created the logo.""",What does the speaker intend to convey?,The designer created the logo directly.,The designer created the logo indirectly.,causal,Manner,INTERPRETATION1
151,151,utterance,"Alex said,","""The designer caused the logo to be made.""",What does the speaker intend to convey?,The designer created the logo directly.,The designer created the logo indirectly.,causal,Manner,INTERPRETATION2
152,152,alternative,"Alex said,","""The scientist conducted the experiment.""",What does the speaker intend to convey?,The scientist conducted the experiment directly.,The scientist conducted the experiment indirectly.,causal,Manner,INTERPRETATION1
153,153,utterance,"Alex said,","""The scientist caused the experiment to be performed.""",What does the speaker intend to convey?,The scientist conducted the experiment directly.,The scientist conducted the experiment indirectly.,causal,Manner,INTERPRETATION2
154,154,alternative,"Alex said,","""The writer composed the novel.""",What does the speaker intend to convey?,The writer composed the novel directly.,The writer composed the novel indirectly.,causal,Manner,INTERPRETATION1
155,155,utterance,"Alex said,","""The writer caused the novel to be written""",What does the speaker intend to convey?,The writer composed the novel directly.,The writer composed the novel indirectly.,causal,Manner,INTERPRETATION2
156,156,alternative,"Alex said,","""The perpetrators killed their victims.""",What does the speaker intend to convey?,The perpetrators killed their victims directly.,The perpetrators killed their victims indirectly.,causal,Manner,INTERPRETATION1
157,157,utterance,"Alex said,","""The perpetrators caused the demise of their victims.""",What does the speaker intend to convey?,The perpetrators killed their victims directly.,The perpetrators killed their victims indirectly.,causal,Manner,INTERPRETATION2
158,158,alternative,"Alex said,","""The assailants killed those people.""",What does the speaker intend to convey?,The assailants killed those people directly.,The assailants killed those people indirectly.,causal,Manner,INTERPRETATION1
159,159,utterance,"Alex said,","""The assailants brought about the demise of those people.""",What does the speaker intend to convey?,The assailants killed those people directly.,The assailants killed those people indirectly.,causal,Manner,INTERPRETATION2
160,160,alternative,"Alex said,","""The attachkers killed those people.""",What does the speaker intend to convey?,The attachkers killed those people directly.,The attachkers killed those people indirectly.,causal,Manner,INTERPRETATION1
161,161,utterance,"Alex said,","""The attackers were responsible for the death of the individuals.""",What does the speaker intend to convey?,The attachkers killed those people directly.,The attachkers killed those people indirectly.,causal,Manner,INTERPRETATION2
162,162,alternative,"Alex said,","""The killers killed them.""",What does the speaker intend to convey?,The killers killed them directly.,The killers killed them indirectly.,causal,Manner,INTERPRETATION1
163,163,utterance,"Alex said,","""The killers were the reason for the fatalities.""",What does the speaker intend to convey?,The killers killed them directly.,The killers killed them indirectly.,causal,Manner,INTERPRETATION2
164,164,alternative,"Alex said,","""The murders killed their victim.""",What does the speaker intend to convey?,The murders killed their victim directly.,The murders killed their victim indirectly.,causal,Manner,INTERPRETATION1
165,165,utterance,"Alex said,","""The murderers were the cause of their victims' demise.""",What does the speaker intend to convey?,The murders killed their victim directly.,The murders killed their victim indirectly.,causal,Manner,INTERPRETATION2
166,166,alternative,"Alex said,","""The culprits killed the people.""",What does the speaker intend to convey?,The culprits killed the people directly.,The culprits killed the people indirectly.,causal,Manner,INTERPRETATION1
167,167,utterance,"Alex said,","""The culprits caused the expiration of the people.""",What does the speaker intend to convey?,The culprits killed the people directly.,The culprits killed the people indirectly.,causal,Manner,INTERPRETATION2
168,168,alternative,"Alex said,","""The slayers killed those people.""",What does the speaker intend to convey?,The slayers killed those people directly.,The slayers killed those people indirectly.,causal,Manner,INTERPRETATION1
169,169,utterance,"Alex said,","""The slayers were responsible for the passing of those individuals.""",What does the speaker intend to convey?,The slayers killed those people directly.,The slayers killed those people indirectly.,causal,Manner,INTERPRETATION2
170,170,alternative,"Alex said,","""The assassins killed the victims.""",What does the speaker intend to convey?,The assassins killed the victims directly.,The assassins killed the victims indirectly.,causal,Manner,INTERPRETATION1
171,171,utterance,"Alex said,","""The assassins brought about the death of the victims.""",What does the speaker intend to convey?,The assassins killed the victims directly.,The assassins killed the victims indirectly.,causal,Manner,INTERPRETATION2
172,172,alternative,"Alex said,","""The aggressors killed their targets.""",What does the speaker intend to convey?,The aggressors killed their targets directly.,The aggressors killed their targets indirectly.,causal,Manner,INTERPRETATION1
173,173,utterance,"Alex said,","""The aggressors brought about the demise of their targets.""",What does the speaker intend to convey?,The aggressors killed their targets directly.,The aggressors killed their targets indirectly.,causal,Manner,INTERPRETATION2
174,174,alternative,"Alex said,","""The intruders killed the victims.""",What does the speaker intend to convey?,The intruders killed the victims directly.,The intruders killed the victims indirectly.,causal,Manner,INTERPRETATION1
175,175,utterance,"Alex said,","""The intruders were the reason behind the passing of the victims.""",What does the speaker intend to convey?,The intruders killed the victims directly.,The intruders killed the victims indirectly.,causal,Manner,INTERPRETATION2
176,176,alternative,"Alex said,","""The attackers killed those people.""",What does the speaker intend to convey?,The attackers killed those people directly.,The attackers killed those people indirectly.,causal,Manner,INTERPRETATION1
177,177,utterance,"Alex said,","""The attackers were responsible for the expiration of those people.""",What does the speaker intend to convey?,The attackers killed those people directly.,The attackers killed those people indirectly.,causal,Manner,INTERPRETATION2
178,178,alternative,"Alex said,","""The assailants killed the individual.""",What does the speaker intend to convey?,The assailants killed the individual directly.,The assailants killed the individual indirectly.,causal,Manner,INTERPRETATION1
179,179,utterance,"Alex said,","""The assailants caused the individuals' deaths.""",What does the speaker intend to convey?,The assailants killed the individual directly.,The assailants killed the individual indirectly.,causal,Manner,INTERPRETATION2
180,180,alternative,"Alex said,","""The murderers killed the victim.""",What does the speaker intend to convey?,The murderers killed the victim directly.,The murderers killed the victim indirectly.,causal,Manner,INTERPRETATION1
181,181,utterance,"Alex said,","""The murderers were the cause of the victims' passing.""",What does the speaker intend to convey?,The murderers killed the victim directly.,The murderers killed the victim indirectly.,causal,Manner,INTERPRETATION2
182,182,alternative,"Alex said,","""The culprits killed them.""",What does the speaker intend to convey?,The culprits killed them directly.,The culprits killed them indirectly.,causal,Manner,INTERPRETATION1
183,183,utterance,"Alex said,","""The culprits brought about the passing of those individuals.""",What does the speaker intend to convey?,The culprits killed them directly.,The culprits killed them indirectly.,causal,Manner,INTERPRETATION2
184,184,alternative,"Alex said,","""The killer killed them.""",What does the speaker intend to convey?,The killer killed them directly.,The killer killed them indirectly.,causal,Manner,INTERPRETATION1
185,185,utterance,"Alex said,","""The killers were responsible for the demise of their victims.""",What does the speaker intend to convey?,The killer killed them directly.,The killer killed them indirectly.,causal,Manner,INTERPRETATION2
186,186,alternative,"Alex said,","""The invaders killed them.""",What does the speaker intend to convey?,The invaders killed them directly.,The invaders killed them indirectly.,causal,Manner,INTERPRETATION1
187,187,utterance,"Alex said,","""The invaders were the reason behind the fatalities.""",What does the speaker intend to convey?,The invaders killed them directly.,The invaders killed them indirectly.,causal,Manner,INTERPRETATION2
188,188,alternative,"Alex said,","""The enemy killed them.""",What does the speaker intend to convey?,The enemy killed them directly.,The enemy killed them indirectly.,causal,Manner,INTERPRETATION1
189,189,utterance,"Alex said,","""The enemy caused the death of those people.""",What does the speaker intend to convey?,The enemy killed them directly.,The enemy killed them indirectly.,causal,Manner,INTERPRETATION2
190,190,alternative,"Alex said,","""The hostile forces killed them.""",What does the speaker intend to convey?,The hostile forces killed them directly.,The hostile forces killed them indirectly.,causal,Manner,INTERPRETATION1
191,191,utterance,"Alex said,","""The hostile forces brought about the passing of the individuals.""",What does the speaker intend to convey?,The hostile forces killed them directly.,The hostile forces killed them indirectly.,causal,Manner,INTERPRETATION2
192,0,alternative,"Alex said,","""Myron was able to fasten it.""",What does the speaker intend to convey?,Myron could fasten it (and he did).,Myron could have fastened it but he didn't.,modality,Manner,INTERPRETATION1
193,1,utterance,"Alex said,","""Myron had the ability to fasten it.""",What does the speaker intend to convey?,Myron could fasten it (and he did).,Myron could have fastened it but he didn't.,modality,Manner,INTERPRETATION2
194,2,alternative,"Alex said,","""Clifford was able to assure it.""",What does the speaker intend to convey?,Clifford could assure it (and he did).,Clifford could have assured it but he didn't.,modality,Manner,INTERPRETATION1
195,3,utterance,"Alex said,","""Clifford had the ability to assure it.""",What does the speaker intend to convey?,Clifford could assure it (and he did).,Clifford could have assured it but he didn't.,modality,Manner,INTERPRETATION2
196,4,alternative,"Alex said,","""Carolyn was able to stick it.""",What does the speaker intend to convey?,Carolyn could stick it (and she did).,Carolyn could have sticked it but she didn't.,modality,Manner,INTERPRETATION1
197,5,utterance,"Alex said,","""Carolyn had the ability to stick it.""",What does the speaker intend to convey?,Carolyn could stick it (and she did).,Carolyn could have sticked it but she didn't.,modality,Manner,INTERPRETATION2
198,6,alternative,"Alex said,","""Esther was able to show it.""",What does the speaker intend to convey?,Estsher could show it (and she did).,Estsher could have showed it but she didn't.,modality,Manner,INTERPRETATION1
199,7,utterance,"Alex said,","""Esther had the ability to show it.""",What does the speaker intend to convey?,Estsher could show it (and she did).,Estsher could have showed it but she didn't.,modality,Manner,INTERPRETATION2
200,8,alternative,"Alex said,","""Katherine was able to x-ray it.""",What does the speaker intend to convey?,Katsherine could x-ray it (and she did).,Katsherine could have x-rayed it but she didn't.,modality,Manner,INTERPRETATION1
201,9,utterance,"Alex said,","""Katherine had the ability to x-ray it.""",What does the speaker intend to convey?,Katsherine could x-ray it (and she did).,Katsherine could have x-rayed it but she didn't.,modality,Manner,INTERPRETATION2
202,10,alternative,"Alex said,","""Rebecca was able to sense it.""",What does the speaker intend to convey?,Rebecca could sense it (and she did).,Rebecca could have sensed it but she didn't.,modality,Manner,INTERPRETATION1
203,11,utterance,"Alex said,","""Rebecca had the ability to sense it.""",What does the speaker intend to convey?,Rebecca could sense it (and she did).,Rebecca could have sensed it but she didn't.,modality,Manner,INTERPRETATION2
204,12,alternative,"Alex said,","""Marjorie was able to lend it.""",What does the speaker intend to convey?,Marjorie could lend it (and she did).,Marjorie could have lended it but she didn't.,modality,Manner,INTERPRETATION1
205,13,utterance,"Alex said,","""Marjorie had the ability to lend it.""",What does the speaker intend to convey?,Marjorie could lend it (and she did).,Marjorie could have lended it but she didn't.,modality,Manner,INTERPRETATION2
206,14,alternative,"Alex said,","""Rhoda was able to kiss it.""",What does the speaker intend to convey?,Rhoda could kiss it (and she did).,Rhoda could have kissed it but she didn't.,modality,Manner,INTERPRETATION1
207,15,utterance,"Alex said,","""Rhoda had the ability to kiss it.""",What does the speaker intend to convey?,Rhoda could kiss it (and she did).,Rhoda could have kissed it but she didn't.,modality,Manner,INTERPRETATION2
208,16,alternative,"Alex said,","""Georgina was able to service it.""",What does the speaker intend to convey?,Georgina could service it (and she did).,Georgina could have serviced it but she didn't.,modality,Manner,INTERPRETATION1
209,17,utterance,"Alex said,","""Georgina had the ability to service it.""",What does the speaker intend to convey?,Georgina could service it (and she did).,Georgina could have serviced it but she didn't.,modality,Manner,INTERPRETATION2
210,18,alternative,"Alex said,","""Donna was able to plan it.""",What does the speaker intend to convey?,Donna could plan it (and she did).,Donna could have planned it but she didn't.,modality,Manner,INTERPRETATION1
211,19,utterance,"Alex said,","""Donna had the ability to plan it.""",What does the speaker intend to convey?,Donna could plan it (and she did).,Donna could have planned it but she didn't.,modality,Manner,INTERPRETATION2
212,20,alternative,"Alex said,","""Joyce was able to book it.""",What does the speaker intend to convey?,Joyce could book it (and she did).,Joyce could have booked it but she didn't.,modality,Manner,INTERPRETATION1
213,21,utterance,"Alex said,","""Joyce had the ability to book it.""",What does the speaker intend to convey?,Joyce could book it (and she did).,Joyce could have booked it but she didn't.,modality,Manner,INTERPRETATION2
214,22,alternative,"Alex said,","""Tina was able to print it.""",What does the speaker intend to convey?,Tina could print it (and she did).,Tina could have printed it but she didn't.,modality,Manner,INTERPRETATION1
215,23,utterance,"Alex said,","""Tina had the ability to print it.""",What does the speaker intend to convey?,Tina could print it (and she did).,Tina could have printed it but she didn't.,modality,Manner,INTERPRETATION2
216,24,alternative,"Alex said,","""Ella was able to shoot it.""",What does the speaker intend to convey?,Ella could shoot it (and she did).,Ella could have shot it but she didn't.,modality,Manner,INTERPRETATION1
217,25,utterance,"Alex said,","""Ella had the ability to shoot it.""",What does the speaker intend to convey?,Ella could shoot it (and she did).,Ella could have shot it but she didn't.,modality,Manner,INTERPRETATION2
218,26,alternative,"Alex said,","""Olga was able to locate it.""",What does the speaker intend to convey?,Olga could locate it (and she did).,Olga could have located it but she didn't.,modality,Manner,INTERPRETATION1
219,27,utterance,"Alex said,","""Olga had the ability to locate it.""",What does the speaker intend to convey?,Olga could locate it (and she did).,Olga could have located it but she didn't.,modality,Manner,INTERPRETATION2
220,28,alternative,"Alex said,","""Suzanne was able to grab it.""",What does the speaker intend to convey?,Suzanne could grab it (and she did).,Suzanne could have grabbed it but she didn't.,modality,Manner,INTERPRETATION1
221,29,utterance,"Alex said,","""Suzanne had the ability to grab it.""",What does the speaker intend to convey?,Suzanne could grab it (and she did).,Suzanne could have grabbed it but she didn't.,modality,Manner,INTERPRETATION2
222,30,alternative,"Alex said,","""Dana was able to check it.""",What does the speaker intend to convey?,Dana could csheck it (and she did).,Dana could have checked it but she didn't.,modality,Manner,INTERPRETATION1
223,31,utterance,"Alex said,","""Dana had the ability to check it.""",What does the speaker intend to convey?,Dana could csheck it (and she did).,Dana could have checked it but she didn't.,modality,Manner,INTERPRETATION2
224,32,alternative,"Alex said,","""Katherine was able to crash it.""",What does the speaker intend to convey?,Katsherine could crash it (and she did).,Katsherine could have crashed it but she didn't.,modality,Manner,INTERPRETATION1
225,33,utterance,"Alex said,","""Katherine had the ability to crash it.""",What does the speaker intend to convey?,Katsherine could crash it (and she did).,Katsherine could have crashed it but she didn't.,modality,Manner,INTERPRETATION2
226,34,alternative,"Alex said,","""Joseph was able to fix it.""",What does the speaker intend to convey?,Joseph could fix it (and he did).,Joseph could have fixed it but he didn't.,modality,Manner,INTERPRETATION1
227,35,utterance,"Alex said,","""Joseph had the ability to fix it.""",What does the speaker intend to convey?,Joseph could fix it (and he did).,Joseph could have fixed it but he didn't.,modality,Manner,INTERPRETATION2
228,36,alternative,"Alex said,","""Doyle was able to finalize it.""",What does the speaker intend to convey?,Doyle could finalize it (and he did).,Doyle could have finalized it but he didn't.,modality,Manner,INTERPRETATION1
229,37,utterance,"Alex said,","""Doyle had the ability to finalize it.""",What does the speaker intend to convey?,Doyle could finalize it (and he did).,Doyle could have finalized it but he didn't.,modality,Manner,INTERPRETATION2
230,38,alternative,"Alex said,","""Jeffery was able to lie.""",What does the speaker intend to convey?,Jeffery could lied (and he did).,Jeffery could have lied but he didn't.,modality,Manner,INTERPRETATION1
231,39,utterance,"Alex said,","""Jeffery had the ability to lie.""",What does the speaker intend to convey?,Jeffery could lied (and he did).,Jeffery could have lied but he didn't.,modality,Manner,INTERPRETATION2
232,40,alternative,"Alex said,","""Brian was able to drag it.""",What does the speaker intend to convey?,Brian could drag it (and he did).,Brian could have dragged it but he didn't.,modality,Manner,INTERPRETATION1
233,41,utterance,"Alex said,","""Brian had the ability to drag it.""",What does the speaker intend to convey?,Brian could drag it (and he did).,Brian could have dragged it but he didn't.,modality,Manner,INTERPRETATION2
234,42,alternative,"Alex said,","""Kenneth was able to estimate it.""",What does the speaker intend to convey?,Kenneth could estimate it (and he did).,Kenneth could have estimated it but he didn't.,modality,Manner,INTERPRETATION1
235,43,utterance,"Alex said,","""Kenneth had the ability to estimate it.""",What does the speaker intend to convey?,Kenneth could estimate it (and he did).,Kenneth could have estimated it but he didn't.,modality,Manner,INTERPRETATION2
236,44,alternative,"Alex said,","""Humberto was able to consult it.""",What does the speaker intend to convey?,Humberto could consult it (and he did).,Humberto could have consulted it but he didn't.,modality,Manner,INTERPRETATION1
237,45,utterance,"Alex said,","""Humberto had the ability to consult it.""",What does the speaker intend to convey?,Humberto could consult it (and he did).,Humberto could have consulted it but he didn't.,modality,Manner,INTERPRETATION2
238,46,alternative,"Alex said,","""Michael was able to distribute it.""",What does the speaker intend to convey?,Michael could distribute it (and he did).,Michael could have distributed it but he didn't.,modality,Manner,INTERPRETATION1
239,47,utterance,"Alex said,","""Michael had the ability to distribute it.""",What does the speaker intend to convey?,Michael could distribute it (and he did).,Michael could have distributed it but he didn't.,modality,Manner,INTERPRETATION2
240,48,alternative,"Alex said,","""Paul was able to beset it.""",What does the speaker intend to convey?,Paul could beset it (and he did).,Paul could have besetted it but he didn't.,modality,Manner,INTERPRETATION1
241,49,utterance,"Alex said,","""Paul had the ability to beset it.""",What does the speaker intend to convey?,Paul could beset it (and he did).,Paul could have besetted it but he didn't.,modality,Manner,INTERPRETATION2
242,50,alternative,"Alex said,","""Frank was able to handwrite it.""",What does the speaker intend to convey?,Frank could handwrite it (and he did).,Frank could have handwrote it but he didn't.,modality,Manner,INTERPRETATION1
243,51,utterance,"Alex said,","""Frank had the ability to handwrite it.""",What does the speaker intend to convey?,Frank could handwrite it (and he did).,Frank could have handwrote it but he didn't.,modality,Manner,INTERPRETATION2
244,52,alternative,"Alex said,","""James was able to multiply it.""",What does the speaker intend to convey?,James could multiply it (and he did).,James could have multiplied it but he didn't.,modality,Manner,INTERPRETATION1
245,53,utterance,"Alex said,","""James had the ability to multiply it.""",What does the speaker intend to convey?,James could multiply it (and he did).,James could have multiplied it but he didn't.,modality,Manner,INTERPRETATION2
246,54,alternative,"Alex said,","""Pablo was able to pack it.""",What does the speaker intend to convey?,Pablo could pack it (and he did).,Pablo could have packed it but he didn't.,modality,Manner,INTERPRETATION1
247,55,utterance,"Alex said,","""Pablo had the ability to pack it.""",What does the speaker intend to convey?,Pablo could pack it (and he did).,Pablo could have packed it but he didn't.,modality,Manner,INTERPRETATION2
248,56,alternative,"Alex said,","""Richard was able to afford it.""",What does the speaker intend to convey?,Richard could afford it (and he did).,Richard could have afforded it but he didn't.,modality,Manner,INTERPRETATION1
249,57,utterance,"Alex said,","""Richard had the ability to afford it.""",What does the speaker intend to convey?,Richard could afford it (and he did).,Richard could have afforded it but he didn't.,modality,Manner,INTERPRETATION2
250,58,alternative,"Alex said,","""Ryan was able to choose it.""",What does the speaker intend to convey?,Ryan could choose it (and he did).,Ryan could have chosen it but he didn't.,modality,Manner,INTERPRETATION1
251,59,utterance,"Alex said,","""Ryan had the ability to choose it.""",What does the speaker intend to convey?,Ryan could choose it (and he did).,Ryan could have chosen it but he didn't.,modality,Manner,INTERPRETATION2
252,60,alternative,"Alex said,","""Mark was able to enforce it.""",What does the speaker intend to convey?,Mark could enforce it (and he did).,Mark could have enforced it but he didn't.,modality,Manner,INTERPRETATION1
253,61,utterance,"Alex said,","""Mark had the ability to enforce it.""",What does the speaker intend to convey?,Mark could enforce it (and he did).,Mark could have enforced it but he didn't.,modality,Manner,INTERPRETATION2
254,62,alternative,"Alex said,","""Max was able to formulate it.""",What does the speaker intend to convey?,Max could formulate it (and he did).,Max could have formulated it but he didn't.,modality,Manner,INTERPRETATION1
255,63,utterance,"Alex said,","""Max had the ability to formulate it.""",What does the speaker intend to convey?,Max could formulate it (and he did).,Max could have formulated it but he didn't.,modality,Manner,INTERPRETATION2
256,64,alternative,"Alex said,","""Terrance was able to flow it.""",What does the speaker intend to convey?,Terrance could flow it (and he did).,Terrance could have flowed it but he didn't.,modality,Manner,INTERPRETATION1
257,65,utterance,"Alex said,","""Terrance had the ability to flow it.""",What does the speaker intend to convey?,Terrance could flow it (and he did).,Terrance could have flowed it but he didn't.,modality,Manner,INTERPRETATION2
258,66,alternative,"Alex said,","""David was able to clarify it.""",What does the speaker intend to convey?,David could clarify it (and he did).,David could have clarified it but he didn't.,modality,Manner,INTERPRETATION1
259,67,utterance,"Alex said,","""David had the ability to clarify it.""",What does the speaker intend to convey?,David could clarify it (and he did).,David could have clarified it but he didn't.,modality,Manner,INTERPRETATION2
260,68,alternative,"Alex said,","""Daniel was able to smoke it.""",What does the speaker intend to convey?,Daniel could smoke it (and he did).,Daniel could have smoked it but he didn't.,modality,Manner,INTERPRETATION1
261,69,utterance,"Alex said,","""Daniel had the ability to smoke it.""",What does the speaker intend to convey?,Daniel could smoke it (and he did).,Daniel could have smoked it but he didn't.,modality,Manner,INTERPRETATION2
262,70,alternative,"Alex said,","""Richard was able to settle it.""",What does the speaker intend to convey?,Richard could settle it (and he did).,Richard could have settled it but he didn't.,modality,Manner,INTERPRETATION1
263,71,utterance,"Alex said,","""Richard had the ability to settle it.""",What does the speaker intend to convey?,Richard could settle it (and he did).,Richard could have settled it but he didn't.,modality,Manner,INTERPRETATION2
264,72,alternative,"Alex said,","""David was able to paste it.""",What does the speaker intend to convey?,David could paste it (and he did).,David could have pasted it but he didn't.,modality,Manner,INTERPRETATION1
265,73,utterance,"Alex said,","""David had the ability to paste it.""",What does the speaker intend to convey?,David could paste it (and he did).,David could have pasted it but he didn't.,modality,Manner,INTERPRETATION2
266,74,alternative,"Alex said,","""Patrick was able to own it.""",What does the speaker intend to convey?,Patrick could own it (and he did).,Patrick could have owned it but he didn't.,modality,Manner,INTERPRETATION1
267,75,utterance,"Alex said,","""Patrick had the ability to own it.""",What does the speaker intend to convey?,Patrick could own it (and he did).,Patrick could have owned it but he didn't.,modality,Manner,INTERPRETATION2
268,76,alternative,"Alex said,","""Angel was able to pretend it.""",What does the speaker intend to convey?,Angel could pretend it (and he did).,Angel could have pretended it but he didn't.,modality,Manner,INTERPRETATION1
269,77,utterance,"Alex said,","""Angel had the ability to pretend it.""",What does the speaker intend to convey?,Angel could pretend it (and he did).,Angel could have pretended it but he didn't.,modality,Manner,INTERPRETATION2
270,78,alternative,"Alex said,","""John was able to obey it.""",What does the speaker intend to convey?,John could obey it (and he did).,John could have obeyed it but he didn't.,modality,Manner,INTERPRETATION1
271,79,utterance,"Alex said,","""John had the ability to obey it.""",What does the speaker intend to convey?,John could obey it (and he did).,John could have obeyed it but he didn't.,modality,Manner,INTERPRETATION2
272,80,alternative,"Alex said,","""Thomas was able to rise it.""",What does the speaker intend to convey?,Thomas could rise it (and he did).,Thomas could have rised it but he didn't.,modality,Manner,INTERPRETATION1
273,81,utterance,"Alex said,","""Thomas had the ability to rise it.""",What does the speaker intend to convey?,Thomas could rise it (and he did).,Thomas could have rised it but he didn't.,modality,Manner,INTERPRETATION2
274,82,alternative,"Alex said,","""Erick was able to harm it.""",What does the speaker intend to convey?,Erick could harm it (and he did).,Erick could have harmed it but he didn't.,modality,Manner,INTERPRETATION1
275,83,utterance,"Alex said,","""Erick had the ability to harm it.""",What does the speaker intend to convey?,Erick could harm it (and he did).,Erick could have harmed it but he didn't.,modality,Manner,INTERPRETATION2
276,84,alternative,"Alex said,","""Jean was able to flash it.""",What does the speaker intend to convey?,Jean could flash it (and he did).,Jean could have flashed it but he didn't.,modality,Manner,INTERPRETATION1
277,85,utterance,"Alex said,","""Jean had the ability to flash it.""",What does the speaker intend to convey?,Jean could flash it (and he did).,Jean could have flashed it but he didn't.,modality,Manner,INTERPRETATION2
278,86,alternative,"Alex said,","""Ignacio was able to attack it.""",What does the speaker intend to convey?,Ignacio could attack it (and he did).,Ignacio could have attacked it but he didn't.,modality,Manner,INTERPRETATION1
279,87,utterance,"Alex said,","""Ignacio had the ability to attack it.""",What does the speaker intend to convey?,Ignacio could attack it (and he did).,Ignacio could have attacked it but he didn't.,modality,Manner,INTERPRETATION2
280,88,alternative,"Alex said,","""Steven was able to disapprove it.""",What does the speaker intend to convey?,Steven could disapprove it (and he did).,Steven could have disapproved it but he didn't.,modality,Manner,INTERPRETATION1
281,89,utterance,"Alex said,","""Steven had the ability to disapprove it.""",What does the speaker intend to convey?,Steven could disapprove it (and he did).,Steven could have disapproved it but he didn't.,modality,Manner,INTERPRETATION2
282,90,alternative,"Alex said,","""Fred was able to assemble it.""",What does the speaker intend to convey?,Fred could assemble it (and he did).,Fred could have assembled it but he didn't.,modality,Manner,INTERPRETATION1
283,91,utterance,"Alex said,","""Fred had the ability to assemble it.""",What does the speaker intend to convey?,Fred could assemble it (and he did).,Fred could have assembled it but he didn't.,modality,Manner,INTERPRETATION2
284,92,alternative,"Alex said,","""Anthony was able to command it.""",What does the speaker intend to convey?,Anthony could command it (and he did).,Anthony could have commanded it but he didn't.,modality,Manner,INTERPRETATION1
285,93,utterance,"Alex said,","""Anthony had the ability to command it.""",What does the speaker intend to convey?,Anthony could command it (and he did).,Anthony could have commanded it but he didn't.,modality,Manner,INTERPRETATION2
286,94,alternative,"Alex said,","""Micheal was able to signal it.""",What does the speaker intend to convey?,Micheal could signal it (and he did).,Micheal could have signalled it but he didn't.,modality,Manner,INTERPRETATION1
287,95,utterance,"Alex said,","""Micheal had the ability to signal it.""",What does the speaker intend to convey?,Micheal could signal it (and he did).,Micheal could have signalled it but he didn't.,modality,Manner,INTERPRETATION2
288,96,alternative,"Alex said,","""Bart was able to execute it.""",What does the speaker intend to convey?,Bart could execute it (and he did).,Bart could have executed it but he didn't.,modality,Manner,INTERPRETATION1
289,97,utterance,"Alex said,","""Bart had the ability to execute it.""",What does the speaker intend to convey?,Bart could execute it (and he did).,Bart could have executed it but he didn't.,modality,Manner,INTERPRETATION2
290,98,alternative,"Alex said,","""Bernard was able to flash it.""",What does the speaker intend to convey?,Bernard could flash it (and he did).,Bernard could have flashed it but he didn't.,modality,Manner,INTERPRETATION1
291,99,utterance,"Alex said,","""Bernard had the ability to flash it.""",What does the speaker intend to convey?,Bernard could flash it (and he did).,Bernard could have flashed it but he didn't.,modality,Manner,INTERPRETATION2
292,100,alternative,"Alex said,","""Johnnie was able to search it.""",What does the speaker intend to convey?,Johnnie could search it (and he did).,Johnnie could have searched it but he didn't.,modality,Manner,INTERPRETATION1
293,101,utterance,"Alex said,","""Johnnie had the ability to search it.""",What does the speaker intend to convey?,Johnnie could search it (and he did).,Johnnie could have searched it but he didn't.,modality,Manner,INTERPRETATION2
294,102,alternative,"Alex said,","""Elba was able to pass it.""",What does the speaker intend to convey?,Elba could pass it (and she did).,Elba could have passed it but she didn't.,modality,Manner,INTERPRETATION1
295,103,utterance,"Alex said,","""Elba had the ability to pass it.""",What does the speaker intend to convey?,Elba could pass it (and she did).,Elba could have passed it but she didn't.,modality,Manner,INTERPRETATION2
296,104,alternative,"Alex said,","""Kathleen was able to note it.""",What does the speaker intend to convey?,Kathleen could note it (and she did).,Kathleen could have noted it but she didn't.,modality,Manner,INTERPRETATION1
297,105,utterance,"Alex said,","""Kathleen had the ability to note it.""",What does the speaker intend to convey?,Kathleen could note it (and she did).,Kathleen could have noted it but she didn't.,modality,Manner,INTERPRETATION2
298,106,alternative,"Alex said,","""Doreen was able to bless it.""",What does the speaker intend to convey?,Doreen could bless it (and she did).,Doreen could have blessed it but she didn't.,modality,Manner,INTERPRETATION1
299,107,utterance,"Alex said,","""Doreen had the ability to bless it.""",What does the speaker intend to convey?,Doreen could bless it (and she did).,Doreen could have blessed it but she didn't.,modality,Manner,INTERPRETATION2
300,108,alternative,"Alex said,","""Alyssa was able to multiply it.""",What does the speaker intend to convey?,Alyssa could multiply it (and she did).,Alyssa could have multiplied it but she didn't.,modality,Manner,INTERPRETATION1
301,109,utterance,"Alex said,","""Alyssa had the ability to multiply it.""",What does the speaker intend to convey?,Alyssa could multiply it (and she did).,Alyssa could have multiplied it but she didn't.,modality,Manner,INTERPRETATION2
302,110,alternative,"Alex said,","""Kim was able to restructure it.""",What does the speaker intend to convey?,Kim could restructure it (and she did).,Kim could have restructured it but she didn't.,modality,Manner,INTERPRETATION1
303,111,utterance,"Alex said,","""Kim had the ability to restructure it.""",What does the speaker intend to convey?,Kim could restructure it (and she did).,Kim could have restructured it but she didn't.,modality,Manner,INTERPRETATION2
304,112,alternative,"Alex said,","""Wilma was able to identify it.""",What does the speaker intend to convey?,Wilma could identify it (and she did).,Wilma could have identified it but she didn't.,modality,Manner,INTERPRETATION1
